query,prediction,ground_truth,f1_score,exact_match
সোমালি জনগণের একাডেমিক অধ্যয়নকে কী বলা হয়?,"

সোমালি স্টাডিজ হ",সোমালি স্টাডিজ,0.8,0
ইতিহাস ও রেকর্ডের পাশাপাশি সোমালি স্টাডিজগুলিতে কোন দেশীয় উত্স ব্যবহৃত হয়?,"

মধ্য প্রাচ্যের হর্নে",মৌখিক সাহিত্য,0.0,0
সোমালি স্টাডিজের পণ্ডিতদের বার্ষিক সমাবেশের নাম কী?,"

আন্তর্জাতিক কংগ্রেস অনুষ্ঠিত করতে প্রতি বছর জড়ো হন।",সোমালি স্টাডিজের আন্তর্জাতিক কংগ্রেস,0.3333333333333333,0
সোমালি স্টাডিজের আন্তর্জাতিক কংগ্রেস কখন শুরু হয়েছিল?,"

১৯৮০ স",১৯৮০,0.6666666666666666,0
তিব্বতীয় নেতাদের কি প্রতিবেশী রাষ্ট্রের সাথে কূটনীতি ছিল?,"

নেপালের মতো প",নেপাল,0.0,0
তিব্বতিরা মিং পোকার বিরুদ্ধে কী ব্যবহার করেছিল?,"

সশস্ত্র প্রতিরোধের ব্যবহার করত",সশস্ত্র প্রতিরোধের,0.6666666666666666,0
গেলুগ দালাই লামার সশস্ত্র সুরক্ষক কে ছিলেন?,"

মঙ্গোলরা",মঙ্গোলরা,1.0,1
মঙ্গোল-তিব্বত জোট কখন শুরু হয়েছিল?,"

১৫৭৮ স",১৫৭৮,0.6666666666666666,0
কোন শতাব্দীতে তিব্বতীয় সাম্রাজ্যের পতন ঘটে?,"

নবম শতাব্দী",নবম শতাব্দী,1.0,1
টাংয়ের সাথে একাধিক শান্তি চুক্তি স্বাক্ষর করেছেন কে?,"

ইয়ারলুং শাসকরাও",তিব্বতের ইয়ারলুং শাসকরা,0.4,0
ট্যাংসের বৃহত্তম প্রতিদ্বন্দ্বী কে ছিলেন?,"

তিব্বতের ইয়ারলুং শাসকরাও",তিব্বত,0.0,0
চীনের পাঁচ রাজবংশ এবং দশ রাজত্বকাল কখন সংঘটিত হয়েছিল?,"

৯০৭-৯৬০,",৯০৭-৯৬০,1.0,1
লিয়াও রাজবংশ কে শাসন করেছে?,"

খিতান-শাসিত লিয়াও রাজবংশের ৯০৭-১১২৫ এ",খিতান,0.0,0
জিন রাজবংশ কে শাসন করেছেন?,"

জুড়চেন-",",",0.0,0
কোন শাসক পশ্চিমের জিয়াকে তাদের নিয়ন্ত্রণে নিয়েছিল?,"

চেঙ্গিস খান আর।",চেঙ্গিস খান,0.8,0
চেঙ্গিস খানের উত্তরসূরী কে ছিলেন?,"

এগদেয় খান আর", খান,0.5,0
তিব্বত কে আক্রমণ করেছিল?,"

মঙ্গোলের শাসক চেঙ্গিস খান আর", খান,0.33333333333333337,0
মঙ্গোল রাজপুত্র কে ছিলেন?,"

গোদান লাসা",গোদান,0.6666666666666666,0
মঙ্গোল সাম্রাজ্যের শাসক কে ছিলেন?,"

চেঙ্গিস খানের নাতি মঙ্গোল রাজপুত্র গোদান লাসা পর্যন্ত �",তারেগেন খাতুন,0.0,0
অগণিত রাজ্য দ্বারা কয়টি রাজ্য শাসিত হয়েছিল?,"

তেরোটি র",তের,0.0,0
1260 থেকে 1294 সাল পর্যন্ত রাজপুত্র কুবলাই কোন উপাধি শাসন করেছিলেন?,"

খাগান হ",খাগান,0.6666666666666666,0
রাজকুমার কুবলাইয়ের চেয়ে শ্রেষ্ঠ কে ছিলেন?,"

ওদেদী খান", খান,0.6666666666666666,0
কার সাথে কুবলাই খানের এক অনন্য সম্পর্ক ছিল?,"

ফাগপা লামা",ফাগপা লামা,1.0,1
কুবলাই খান কখন গানের রাজবংশ জয় করেছিলেন?,"

১২৭১–১৩৬৮ স",১২৭৯,0.0,0
কোন রাজবংশ সমস্ত চীন শাসন করেছিল?,"

ইউয়ান রাজবংশের",ইউয়ান রাজবংশ,0.5,0
খুবিলাই সম্রাট হিসাবে কোথায় সহায়তা চেয়েছিলেন?,"

চীনের",চীন,0.0,0
সাক্য সহ-শাসন ব্যবস্থার অবসান কোন বছরে হয়েছিল?,"

১৩৫৮ স",১৩৫৮,0.6666666666666666,0
কোন রাজবংশ তিব্বতের শাসক হয়েছিল?,"

ফাগমোদরূপ রাজবংশ তিব্বতের উপর প",ফাগমোদরূপ রাজবংশ,0.5714285714285715,0
মিং রাজবংশ কে তৈরি করেছেন?,"

ঝু ইউয়ানঝাং ত",ঝু ইউয়ানঝাং,0.8,0
ইউয়ান রাজবংশ কে পতনের কারণ?,"

মঙ্গোল ইউয়ান র",রেড পাগড়ি বিদ্রোহ,0.0,0
হংকউ সম্রাট হিসাবে কে শাসন করেছিলেন?,"

র",ঝু ইউয়ানঝাং,0.0,0
চতুর্থ কর্মফল লামা কে ছিলেন?,"

রোলপে দর্জে, চতুর্থ কর্মফল লামা ১৩৪০–১৩৮৩ হংকউ",রোলপে দর্জে,0.4444444444444445,0
হংকউ সম্রাটের আমন্ত্রন কে প্রত্যাখ্যান করেছে?,"

চতুর্থ কর্মফল লামা ১৩৪০–১৩৮৩",রোলপে দর্জে,0.0,0
কে এমন আইন তৈরি করেছিলেন যা হান চীনাকে তিব্বত বৌদ্ধ ধর্মের বিশ্বাস শেখার অনুমতি দেয় নি?,"

মিং সরকার এ",মিং সরকার,0.8,0
ì-Lì-Sī আর্মি-সিভিলিয়ান মার্শাল অফিস কোথায় প্রতিষ্ঠিত হয়েছিল?,"

পশ্চিম তিব্বতে এবং খাম পরিচালনার জন্য",পশ্চিম তিব্বত,0.5,0
মিং কোর্ট কর্তৃক ধর্মের কতজন রাজকুমারকে নিয়োগ দেওয়া হয়েছিল?,"

তিন ধর্মের প্রিন্স",তিন,0.5,0
ওয়াশিংটন বিশ্ববিদ্যালয়ের অধ্যাপক কে ছিলেন?,"

ওয়াশিংটন বিশ্ববিদ্যালয়ের প্রাক্তন প্রফেসর প্রয়াত",তুরেল ভি। ওয়াইলি,0.0,0
ইউয়ান চলাকালীন কার সাথে চীনের সাথে প্রচুর যোগাযোগ ছিল?,"

তিব্বতের ব্যাপক য",তিব্বত,0.0,0
কে বিশ্বাস করেছিলেন যে মিংয়ের সাথে তিব্বতের সবে কূটনৈতিক সম্পর্ক ছিল?,"

ওয়াশিংটন বিশ্ববিদ্যালয়ের প্রাক্তন প্রফেসর প্রয়াত",মরিস রসবি,0.0,0
দ্য স্টোরি অফ তিব্বত বইটি কে লিখেছেন?,"

টমাস লেয়ার্ড ত",সাংবাদিক ও লেখক টমাস লেয়ার্ড,0.5,0
কলম্বিয়া এনসাইক্লোপিডিয়া ইউয়ান রাজবংশকে কীভাবে বর্ণনা করেছিল?,"

মঙ্গোল শাসকদের রেখা;",চীনের একটি মঙ্গোল রাজবংশ,0.28571428571428575,0
ইউয়ান রাজবংশ কখন শুরু এবং শেষ হয়েছিল?,"

১২৭১ থেকে ১৩৬৮ স",১২৭১ থেকে ১৩৬৮,0.8571428571428571,0
আয়ুরবারওয়াদা বায়ান্টু খান কখন রাজত্ব করেন?,"

১৩১১-১৩২০ অ",১৩১১-১৩২০,0.6666666666666666,0
হান চিনের সংখ্যাগরিষ্ঠের চেয়ে উচ্চতর মর্যাদা কে দেওয়া হয়েছিল?,"

মঙ্গোল এবং অন্যান্য জাতিগোষ্ঠীর পক্ষে নৃতাত্ত্বিক-ভ",মঙ্গোল এবং অন্যান্য জাতিগোষ্ঠী,0.6,0
নীতি পরিষদ কে বাতিল করেছে?,"

ধর্মীয় বিষয় পরিচালনার জন্য মঙ্গোল ইউয়ান দ্বারা প্�",মিং,0.0,0
তিব্বতের বেশিরভাগ অঞ্চল কে পরিচালনা করেছিলেন?,"

মিং তিব্বতের অধিবেশন এবং রীতিনীতি অনুসারে তিব্বত পর",মিং রাজবংশের Ü-সাং কমান্ডিং অফিস,0.15384615384615385,0
চীন তিব্বতত্ত্ব গবেষণা কেন্দ্রটি কোথায় অবস্থিত?,"

বেইজিংয়ের",বেইজিং,0.0,0
কিয়ানহুর অফিসগুলির দায়িত্বে ছিল কতগুলি পরিবার?,"

১০,০০০ প",এক হাজার পরিবার,0.0,0
ওয়ানহুর অফিসগুলির দায়িত্বে ছিল কতটি পরিবার?,"

১০,০০০ প","১০,০০০ পরিবার",0.5,0
মিং সম্রাটরা কাকে আমন্ত্রণ জানিয়েছিলেন?,"

লামাদের ক",ক্ষমতাসীন লামা,0.0,0
"লামারা যখন সম্রাটদের কাছ থেকে আমন্ত্রণ পেয়েছিলেন, তারা পরিবর্তে কাকে প্রেরণ করেছিলেন?","

অধস্তনদের প",অধস্তনদের,0.6666666666666666,0
কে বিশ্বাস করেছিল যে তারা প্রকৃত হান পশ্চিমা প্রতিনিধি?,"

হানস বিলেস্টেস্টিন",বিদেশী কর্মকর্তারা,0.0,0
কোন রাজবংশ ইউয়ান রাজকীয় আদালতের সাথে কেন্দ্রীয়-স্থানীয় সরকারের সম্পর্ক রেখেছিল?,"

ফাগমোদরূপ রাজবংশ ক",ফাগমোদরূপ রাজবংশ,0.8,0
তাদের ইচ্ছায় কে লিখেছেন যে তারা পূর্বের সম্রাটের কাছ থেকে প্রেমময় যত্ন পেয়েছিল?,"

ওয়াং এবং নিয়মা ব",তাই সীতুপ,0.0,0
কারা দৃ strongly়ভাবে বিশ্বাস করেছিলেন যে চ্যাংচুব গিয়ালটসেন তার রাজকীয় যুগের গৌরব তিব্বতে ফিরিয়ে আনতে চেয়েছিলেন?,"

তিব্বতকে একটি শক্তিশালী শক্তি হিসাবে প্রতিষ্ঠা করার জন্�",ভ্যান প্রাগ,0.0,0
লোক-হাম চ্যান কোন বিশ্ববিদ্যালয়ে অধ্যাপক ছিলেন?,"

ওয়াশিংটন বিশ্ববিদ্যালয়ের",ওয়াশিংটন বিশ্ববিদ্যালয়,0.5,0
কে সম্রাটকে পরামর্শ দিয়েছিলেন যে দ্বিতীয় ফাগমদ্রু শাসককে সরকারী উপাধি দেওয়া হোক?,"

জামায়ং শাক্য গিয়ালসেনকে",হিজহোর মিং অফিসার,0.0,0
কে সম্রাটকে বলেছিল যে ডাবস এবং গ্টস্যাংয়ের পরিস্থিতি নিয়ন্ত্রণে ছিল?,"

হিজহোর মিং অফিসার আধুনিক লিঙ্কিয়া হংকউ স",হিজহোর মিং অফিসার,0.6,0
দূতদের কোথায় পাঠানো হয়েছিল?,"

মিং কোর্টে",মিং কোর্টে,1.0,1
তিব্বতের উপরে কে শক্তি হারিয়েছে?,"

ফাগমোদরূপ ১",ফাগমোদরূপ,0.6666666666666666,0
কোন বছর 5 তম দালাই লামা তিব্বতের উপর আধিপত্য বিস্তার শুরু করেছিল?,"

১৬৪২ স",১৬৪২,0.6666666666666666,0
মিং রাজবংশ বিদ্যালয়ের লামাগুলিকে কোন উপাধি দিয়েছিল?,"

মিং রাজবংশ কর্মফল কার্গিউয়ের মতো বিদ্যালয়ের লামাগ�",কর্মফল কার্গিউ,0.22222222222222224,0
আমন্ত্রণপত্র পাওয়ার পরে কারা মিং রাজবংশের পদবি প্রত্যাখ্যান করেছিলেন?,"

মিং রাজবংশ কর্মফল কার্গিউয়ের মতো বিদ্যালয়ের লামাগ�",মঙ্গোল,0.0,0
মিং কখন সঙ্খখাপাকে আদালতে আসার অনুরোধ করেছিল?,"

১৪০৭ স",১৪০৭,0.6666666666666666,0
চসরজে শোক্যা ইয়েসেস কখন নানজিং প্রেরণ করা হয়েছিল?,"

১৪১৪ স",১৪১৪,0.6666666666666666,0
কে বিশ্বাস করেছিলেন মিং তিব্বতে পুরানো ইউয়ান রাজবংশের কর্মকর্তাদের পুনরায় নিয়োগ করেছেন?,"

দাওয়া নরবু যুক্তি দেখান",দাওয়া নরবু,0.6666666666666666,0
মিংয়ের মালিকানাধীন নয় এমন কি দাবি করেন ইয়ু ইয়ং-চিন?,"

তিব্বত",তিব্বত,1.0,1
নপুংসকটির নাম কী ছিল?,"

ইয়াং সানবাওকে",ইয়াং সানবাও,0.5,0
ইয়ংলে সম্রাট ইয়াং সানবাও কোথায় পাঠিয়েছিলেন?,"

তিব্বতে",তিব্বত,1.0,1
কোন বছরের ফ্রেম অবধি গেলুগ মিংয়ের সাথে উপহারের আদান-প্রদান করেছিল?,"

১৪৩০ এর দশক পর্যন্ত",১৪৩০,0.4,0
জেলুগের মধ্যে কী উল্লেখ নেই?,"

মিংশি বা মিংশি লুতে",মিংশি বা মিংশি লু,0.75,0
কে বিশ্বাস করেছিলেন যে মিংয়ের তিব্বতের উপর কোন সত্যিকারের কর্তৃত্ব নেই?,"

হেলমট হফম্যান ব",মেলভিন সি গোল্ডস্টেইন,0.0,0
কে বিশ্বাস করেছিলেন যে তিব্বতীয় নেতাদের দেওয়া উপাধিগুলি কর্তৃপক্ষের সম্মান দেয়নি?,"

হেলমট হফম্যান ব",মেলভিন সি গোল্ডস্টেইন,0.0,0
জিয়ানওয়েন সম্রাটের শাসনকাল কোন বছরের শুরু এবং শেষ হয়েছিল?,"

১৩৯৮-১৪০২,",১৩৯৮-১৪০২,1.0,1
যোঙ্গলে সম্রাটের বাবা কে ছিলেন?,"

হংকউ সম্রাটের",হংকউ সম্রাট,0.5,0
হিউ জিয়ান এবং ঝি গুয়াং কখন নানজিং ফিরে এসেছিল?,"

১৪০৭ স",১৪০৭,0.6666666666666666,0
হৈ জিয়ান এবং ঝি গুয়াং কর্মফল যাওয়ার পথে কোথায় গিয়েছিল?,"

লাসায়",চিংহাই হয়ে বা সিল্ক রোড হয়ে খোতান হয়ে,0.0,0
দেশীন শেখপা ভ্রমণ কবে শুরু হয়েছিল?,"

১৪০৩ খ্রিস্টাব্দে",১৪০৩,0.6666666666666666,0
ইয়ংলে সম্রাট কোথায় কর্মফলকে সালাম করলেন?,"

নানজিং সফর করার জন্য।",নানজিং,0.4,0
তিব্বতি আলেমের চেয়ে কম প্ল্যাটফর্মে কে বসেছিলেন?,"

কুবলাই খান এবং সাক্য ফাগপা লামার",কুবলাই,0.2857142857142857,0
ইয়ংলে সম্রাটের মৃত পিতা-মাতার জন্য কোন মন্দিরে অনুষ্ঠান হয়েছিল?,"

লিংগু মন্দিরে",লিংগু মন্দির,1.0,1
লিংগু মন্দিরটি কোথায় অবস্থিত?,"

নানজিংয়ের",নানজিং,0.0,0
অতীতে তিব্বতের উপর কে সামরিক শক্তি প্রয়োগ করেছিল?,"

দেশিন শেকপাও ই",মঙ্গোলরা,0.0,0
হক-ল্যাম চ্যান বলে যে দেশীন স্কেকপা কেবলমাত্র কোন উদ্দেশ্যে আমন্ত্রিত হয়েছিল?,"

ধর্মীয় উদ্দেশ্যে",ধর্মীয় উদ্দেশ্য,1.0,1
ইয়ংলে সম্রাটের কার সাথে বিরোধ ছিল?,"

পূর্ববর্তী জিয়ানওয়েন স",জিয়ানওয়েন সম্রাট,0.4,0
সিংহাসনে উত্তরাধিকার সূত্রে বৈধকরণের সরঞ্জাম হিসাবে কী কাজ করেছিল?,"

সম্রাটের সমস্যাযুক্ত উত্তরাধিকারের জ",দেশীন শেক্পার অলৌকিক ঘটনা,0.0,0
শ্রদ্ধার আইটেম কি ছিল?,"

বৌদ্ধ নিদর্শন যা",বৌদ্ধ নিদর্শন,0.8,0
কে বিশ্বাস করেন যে মিং রাজবংশ তিব্বতের উপর সরাসরি কোন রাজনৈতিক নিয়ন্ত্রণ ব্যবহার করেনি?,"

জোসেফ কলমা",জোসেফ কলমাš,0.5,0
মিং কোন বছরে কর্মপা হায়ারারচগুলি কেটে দিয়েছে?,"

১৪৪৬ স",১৪৪৬,0.6666666666666666,0
দেশীন শেখপা কখন মারা গেল?,"

১৪১৫ স",১৪১৫,0.6666666666666666,0
কে মিং কোর্ট ভেবেছিল প্রতিনিধিদের দ্বারা প্রেরিত হয়েছিল?,"

কর্ম কাগুয়ের প",কর্মপা,0.0,0
ইয়ংলে কি তিব্বতের সাথে বাণিজ্য করতে চেয়েছিলেন?,"

চা, ঘোড়া এবং লবণের স","চা, ঘোড়া এবং লবণ",0.6666666666666665,0
বাণিজ্য পথটি কোথায় দিয়ে গেছে?,"

সিচুয়ান হ",সিচুয়ান হয়ে ইউনানের শানগ্রি-লা কাউন্টি পেরিয়ে,0.25,0
তিব্বতি অঞ্চল কাদের দ্বারা শাসিত ছিল?,"

মিং কর্মকর্তা হিসাবে পদ প্রদান করা হয়েছিল, যে তিব্বত থে",মিং,0.18181818181818182,0
মিং কার সাথে ঘোড়া ব্যবসা করেছিল?,"

মঙ্গোলদের",তিব্বত,0.0,0
টেমেড মঙ্গোলদের নেতা কে ছিলেন?,"

আল্টান খান ১৫০–-১৮২৮২",আলতান খান,0.4,0
আলতান খান কার সাথে সন্ধি করেছিলেন?,"

মিং রাজবংশ ত",মিং রাজবংশ,0.8,0
কে মিংকে 1573 সালে তাদের সীমান্তের বাজারগুলি আবার খুলতে রাজি করেছিলেন?,"

মঙ্গোলরা",আলতান খান,0.0,0
মু ইং ইয়ারা কয়টি তিব্বত বন্দী ছিলেন?,"

৩০,০০০ ত","৩০,০০০",0.6666666666666666,0
আরডোস অঞ্চল কে অভিযান চালানোর জায়গা হিসাবে ব্যবহার করেছিলেন?,"

মঙ্গোলরা মিং চীনে",মঙ্গোলরা,0.5,0
মঙ্গোলরা কোথায় বাড়াতে চাইছিল?,"

অর্ডোস অঞ্চল প",মিং চীন,0.0,0
ইয়ংলে সম্রাট কার সাথে দৃ a় সম্পর্ক তৈরি করতে ব্যর্থ হন?,"

শাক্যা ফাগপা লামার",পঞ্চম কর্মফল,0.0,0
রিনপুঙ্গপা নেতা কাদের সাথে সম্পর্কিত?,"

রিনপুঙ্গপা রাজকুমারীদের",ফাগমোদরূপ,0.0,0
রিনবাংয়ের রাজপুত্র কখন লাসা দখল করেছিলেন?,"

১৪৯৮ স",১৪৯৮,0.6666666666666666,0
কে বলেছিল তিব্বত চীনের অবিচ্ছেদ্য অঙ্গ ছিল না?,"

ইন্ডিয়ানা বিশ্ববিদ্যালয়ের সেন্ট্রাল ইউরেশিয়া স্টাডিজ �",বিশ শতকের গোড়ার দিকে চীনা লেখকরা,0.0,0
কে বলা হয়েছিল তিব্বত শাসনের অধিকার অর্জন করেছেন?,"

মিং রাজবংশ",মিং রাজবংশ,1.0,1
চীন ডেইলি কখন শুরু হয়েছিল?,"

১৯৮১ স",১৯৮১,0.6666666666666666,0
এই নিবন্ধের দাবিটি কার পক্ষে তিব্বতের উপরে দুটি ভ্রমণকারী হাই কমান্ড ছিল?,"

মিং রাজবংশ ই",মিং,0.5,0
কে মিং চীন তাদের যাত্রা বন্ধ করেছিল?,"

তিব্বতি লামারা",তিব্বতি লামা,0.5,0
নব্য-কনফুসিয়ান সংস্থা কোন দূতাবাস প্রত্যাখ্যান করেছিল?,"

পর্তুগিজ দ",পর্তুগিজ দূতাবাস,0.5,0
তিউমেড মঙ্গোলরা কোন অঞ্চলে প্রবেশ করেছিল?,"

কোকনোর",কোকনোর অঞ্চল,0.6666666666666666,0
পশ্চিমে আলতান খানের উপস্থিতি কার প্রভাবকে হ্রাস করেছে?,"

মিং চিনা সীমান্ত এবং এমনকি আলতান খানের অধীনে বেইজিং",মিং,0.19999999999999998,0
মঙ্গোল রাজকুমাররা কে তাদের উপাধি দেওয়ার জন্য বলেছিলেন?,"

দালাই লামাকে",দালাই লামা,0.5,0
কেন মঙ্গোল রাজকুমারীরা উপাধি চেয়েছিল?,"

দালাই লামাকে",তাদের ধর্মীয় নেতার কাছে প্রতিশ্রুতিবদ্ধ,0.0,0
কে ছিলেন আলতান খানের নামমাত্র শ্রেষ্ঠ?,"

রাভস্কি",তমেন খান,0.0,0
5 তম দালাই লামা কখন তিব্বতের উপর রাজনৈতিক নিয়ন্ত্রণ লাভ করেছিলেন?,"

১৬৪২ স",১৬৪২ সালে,0.5,0
কাকে গ্রেডিজ উপাধি দেওয়া হয়েছিল?,"

সোনম গায়াতসো,",সোনম গায়াতসো,1.0,1
সোনম গায়াতসো কে মহামানব উপাধি প্রদান করেছিলেন?,"

আলতান খান ক",আলতান খান,0.8,0
মিং রাজবংশ কাকে অনুগ্রহ দেখিয়েছিল?,"

তৃতীয় দালাই লামার মধ্যে চ",তৃতীয় দালাই লামা,0.5,0
1653 সালে কিং সম্রাট কে উপাধি প্রদান করেছিলেন?,"

পঞ্চম দালাই লামাকে",পঞ্চম দালাই লামা,0.6666666666666666,0
1713 সালে চিং সম্রাট কে উপাধি প্রদান করেছিলেন?,"

দালাই লামার মধ্যে চীন ডেইলি জানিয়েছে য",পঞ্চম পঞ্চন লামা,0.0,0
চতুর্থ দালাই লামাকে কোন উপাধি দেওয়া হয়েছিল?,"

বজ্রধারার মাস্টার;",বজ্রধারার মাস্টার,1.0,1
তিব্বতে কার উপস্থিতি বেড়েছে?,"

মঙ্গোলের",মঙ্গোলরা,1.0,1
কার উদ্বেগের অভাবটি মঙ্গোলদের তিব্বতের তাদের পুরানো ভাসালটিকে পুনরায় দাবি করার সুযোগে ঝাঁপিয়ে পড়েছিল?,"

মিং সম্রাটরা",মিং কোর্ট,0.5,0
রিনবাং রাজকুমারদের কখন উৎখাত করা হয়েছিল?,"

১৫৬৫ স",১৫৬৫,0.6666666666666666,0
কে Ü-সাংস রাজার সাথে দর্শকদের প্রত্যাখ্যান করলেন?,"

চেন চতুর্থ দালাই লামা",চতুর্থ দালাই লামা,0.8571428571428571,0
গশি খান কোন শত্রুদের পরাজিত করেছিলেন?,"

গেলুগপাসের শত্রুদের ক",গেলুগপাস,0.0,0
গশি খান তিব্বতের অধিপতি কে ছিলেন?,"

দালাই লামাকে",দালাই লামা,0.5,0
তিব্বতের রাজা উপাধিটি কার?,"

গশি খান শিগাতসে থেকে",গশি খান,0.6666666666666666,0
কোলমা&#39;র মতে মুকদেয়কে রাজধানীতে দূত প্রেরণের জন্য কোন মাঞ্চুর আমন্ত্রণ গ্রহণ করেছিলেন কে?,"

দালাই লামা চ",দালাই লামা,0.8,0
তিব্বত কে সাহায্য করেছে?,"

কংজি সম্রাট র",কংজি সম্রাট,0.8,0
শাস্ত্রীয় জাপানের ইতিহাসের শেষ সময়ের নামটি কী?  ,"

হিয়ান পিরিয়ড",  ,0.0,0
হাইয়ান আমলের নামকরণ করা হয় কোন শহরটির নামানুসারে?  ,"

কিটো ন",  ,0.0,0
জাপানিজ ভাষায় হিয়ান মানে কি?  ,"

শান্তি",ানি ই,0.0,0
হিয়ান আমলে বিশিষ্ট বংশের নাম কি ছিল?  ,"

ফুজিওয়ারা ব",ফুজিওয়ারা ব,1.0,1
হিয়ান সময়কাল কোন ধরণের শিল্পের জন্য পরিচিত ছিল?  ,"

কবিতা এবং সাহিত্যের জ",কবিতা এবং সাহিত্যের ,0.8571428571428571,0
হিয়ান যুগের পূর্বেকার নামটি কী ছিল?  ,"

নারা যুগের",নারা য,0.5,0
হিয়ান সময়কাল শুরু হয় কোন সালে?  ,"

৭৯৯৪ এডি স",৭৯৯৪ এডি স,1.0,1
হিয়ান-কিয়ো এখন বর্তমান শহরটি কী?  ,,কিটো  ,0.0,0
জাপানের রাজধানী হিয়ানে স্থানান্তরিত সম্রাটের নাম কী ছিল?  ,"

কানমু",  ,0.0,0
হাইয়ান আমলে কোন আভিজাত্য পরিবার শক্তি প্রয়োগ করেছিল?  ,"

ফুজিওয়ার",ফুজিওয়ার আ,0.6666666666666666,0
জাপানের কেন্দ্রীয় সরকারের কর্তৃত্ব কে হুমকি দিয়েছে?  ,"

তায়রা ক",তায়রা কোনও মাসাকাদো ক,0.6666666666666666,0
মাসাকাদো কোন প্রদেশে বিদ্রোহের নেতৃত্ব দিয়েছিল?  ,"

হিটাচি প",হিটাচি প,1.0,1
ফুজিওয়ারা পরিবারের কোন সদস্য পশ্চিম জাপানে বিদ্রোহ করেছিলেন?  ,"

সুমিতোমো প",ফুজিওয়ারা কোনও সুমিতোমো প,0.6666666666666666,0
কোন বছর মাসাকাদো তার বিদ্রোহ শুরু করেছিলেন?  ,"

৯৩৩৯ এ.ডি.-এর প্রথমদিকে",৯৩৩৯ এ.ডি.-,0.4,0
নারা কত বছর পূর্বের রাজধানী ছিল?  ,"

৭০ ব",৭০ ব,1.0,1
কোন ধর্ম নরায় জনপ্রিয়তা অর্জন করছিল?  ,"

বৌদ্ধ",বৌদ্ধ প,0.6666666666666666,0
আদি হিয়ান যুগ কোন সময়কাল ছিল?  ,"

এক হাজার বছরের",৭৮৪-৯৬৭ অ,0.0,0
কানমু কীসের রাজধানীর পরে তার সরকারকে মডেল করলেন?  ,"

চাং'ানের চীনা তাং রাজধানীতে",কার ছ,0.0,0
Commander৯7 সালে নিয়োগ হওয়া নতুন কমান্ডারের নাম কী ছিল?  ,"

শিরোনামে নিয়োগ করেছিলেন",সাকানউই ন তমুরামারোকে ,0.0,0
তমুরমারোর সামরিক উপাধি কী ছিল?  ,"

জেনারেলিসিমো শিরোনামে",সেয়-ই তাইশগুন ব,0.0,0
এমিশি কোন সালে পরাজিত হয়েছিল?  ,"

৮০১ এর",৮০১ এ,0.5,0
রাজকীয় রাজধানীটি কোন জাপানি দ্বীপের পূর্ব প্রান্তে প্রসারিত?  ,"

হংসের",ū য,0.0,0
সম্রাট কানমু কোন সালে মারা যান?  ,"

৮০৬ স",৮০৬ স,1.0,1
কোন অফিস রাজকীয় রক্ষীদের প্রতিস্থাপন?  ,"

ইম্পেরিয়াল গার্ড ইউনিটকে",ন পুলিশ বোর্ড ম,0.0,0
কোন নতুন অফিস সরকারকে প্রশাসনিক আদেশ দ্রুত জারি করার অনুমতি দিয়েছে?  ,"

সম্রাট প্রশাসনিক নির্দেশগুলি",সম্রাটের প্রাইভেট অফিসের ,0.0,0
জাপানের উপর তাং চিনের প্রভাব শেষ হয়েছিল কোন সালে?  ,"

৮৩৩৮ স",৮৩৩৮ স,1.0,1
কোন শতাব্দীতে সোগ পরিবার সিংহাসন গ্রহণ করেছিল?  ,"

ষষ্ঠ শতাব্দী",ষষ্ঠ শ,0.5,0
কোন বংশের একজন সদস্য সম্রাটের ব্যক্তিগত অফিসের প্রধান হন?  ,"

ফুজিওয়ারা পরিবারের",ফুজিওয়ারা স,0.5,0
কোন সম্রাট ফুজিওয়ারা বংশের ক্ষমতা স্থগিত করেছিলেন?  ,"

দায়েগো ৮৯৭-৯৩০ এর",  ,0.0,0
সম্রাট ডাইগো কোন সালে শাসন করেছিলেন?  ,"

৮৯৭-৯৩০ এর",৮৯৭-৯৩০ এ,0.5,0
প্রারম্ভিক হিয়ান আমলে কী ধরণের সম্পত্তি আইনী মর্যাদা লাভ করেছিল?  ,"

শেন আ",  ,0.0,0
খামার শ্রমিকরা কীভাবে তার বিনিময়ে চকচকে ধারককে শিরোনাম কেনাবেচা করত?  ,"

ফসলের অংশের বিনিময়ে শানধারীদের কাছে উপাধি স্থানান্তর",ফসলের অংশের ,0.4444444444444445,0
ফুজিওয়ারা এবং অন্যান্য উন্নত পরিবারগুলি কোন শতাব্দীতে ধনী হয়ে উঠেছে?  ,"

দশম শ",দশম শতাব্দীর গোড়ার দিকে আ,0.28571428571428575,0
চীনা চরিত্রের অংশগুলি নিয়ে কোন স্ক্রিপ্ট তৈরি হয়েছিল?  ,"

হিরাগানা",ক জাপানি ল,0.0,0
অভিশাপ স্ক্রিপ্টের নাম কী বলেছিল যা কথ্য শব্দের প্রকাশ করে?  ,"

হীরাগানা ক","াকানা, ",0.0,0
বালিশ বইয়ের লেখক কে?  ,"

কেরেজ নিকির হাইয়ান আ",সেয়ে শাগনগনের ,0.0,0
দ্য টেল অফ গেঞ্জির রচয়িতা কে?  ,"

মুরাসাকি শিকিবুর দ্য টেল অফ গেঞ্জি",মুরাসাকি শিকিবুর ,0.5,0
