query,prediction,ground_truth,f1_score,exact_match,similarity_score,sas_score
গড় বিট রেট লক্ষ্য করতে আরও পরিশীলিত এমপি 3 এনকোডারগুলি কী ব্যবহার করেছিল?  ,"

বিট জলাধার ব্যবহার করতে",বিট হারকে ল,0.2857142857142857,0,0.9630818367004395,0.7650622129440308
এনকোডাররা প্রতিটি ফ্রেমের জন্য এনকোডিং হারকে কী ভিত্তি করে?  ,"

শব্দের জটিলতার",শব্দের জটিলতার ,1.0,1,0.9999997615814209,1.0
একটি পরিশীলিত এমপি 3 এনকোডার কোন ধরণের অডিও তৈরি করতে পারে?  ,"

পরিবর্তনশীল বিটরেট অডিও ত",পরিবর্তনশীল বিটরেট অডিও ত,1.0,1,1.0,1.0
কোন ধরণের ডিকোডারকে প্রতি ফ্রেম ভিত্তিতে বিটরেট স্যুইচিং সমর্থন করতে হবে?  ,"

এমপি ৩ এনকোডারটি পরিবর্তনশীল বিটরেট অডিও তৈরি করত",স্তর তৃ,0.0,0,0.6439433097839355,0.6632504463195801
লক্ষ্যটি যখন একটি নির্দিষ্ট স্তরের মানের অর্জন করা হয় তখন এনকোডাররা কী ব্যবহার করে?  ,"

ভিবিআর ব্যবহার করা হয়।",  ,0.0,0,0.5909704566001892,0.0
স্থির বিট রেট এনকোডিংয়ের পরিবর্তে ভিবিআর ব্যবহার করা এনকোডিংয়ের কোন অংশটি কম অনুমানযোগ্য করে তোলে?  ,"

চূড়ান্ত ফাইলের আকার ধ",চূড়ান্ত ফাইলের আকার ধ,1.0,1,1.0000001192092896,1.0
যখন এনকোডার ব্যবহারের জন্য গড় মূল্য বেছে নেয় তখন একটি গড় বিট রেট ব্যবহৃত হয়?  ,"

বিটরেট আরও সুসংগত মানের জন্য পরিবর্তিত হতে দেওয়া হ�",ব্যবহার করতে ,0.0,0,0.7570638060569763,0.671978235244751
পরবর্তী ফ্রেমের অডিও ডেটার অংশ হওয়ার একটি আংশিক পূর্ণ ফ্রেমের ক্ষমতাকে কী বলা হয়?  ,"

বিট জলাশয় ""","বিট জলাশয় """,1.0,1,1.0,0.9999999403953552
কিছুটা জলাধার ব্যবহার করতে কী ধরণের অডিও প্রয়োজন?  ,"

পরবর্তী ফ্রেমের অডিও ডেটার অংশ ধারণ করার জন্য একটি আ�",স্তর তৃতীয় অ,0.0,0,0.6014508008956909,0.691218912601471
বিট জলাধার পরিচালনা করার একটি সম্ভাব্য ফলাফল কী?  ,"

বিট জলাশয় """,এনকোডিং বিলম্ব ব,0.0,0,0.9472299218177795,0.7165552973747253
কিছুটা জলাধারের একটি বড় সুবিধা হ'ল আপনি কোন প্রবাহের এনকোডিং করার পরেও এটি ব্যবহার করতে পারেন?  ,"

স্তর তৃতীয় অডিও একটি ""বিট জলাশয় """,্থির বিটরেট প,0.0,0,0.6606990098953247,0.7059069275856018
21 স্কেল ফ্যাক্টর ব্যান্ড কী সংক্ষিপ্ত করা যেতে পারে?  ,"

ব্যান্ড ২১ এসএফবি ২১",১  ,0.0,0,0.5829923152923584,0.6021095514297485
স্কেল ফ্যাক্টর ব্যান্ড 21 সর্বাধিক ফ্রিকোয়েন্সিটি কী হতে পারে?  ,"

হার্জ-এর উপরের ফ্রিকোয়েন্সিগুলির",১  ক,0.0,0,0.7496072053909302,0.6206240057945251
এনকোডারটি ব্যান্ড 21-তে কম সঠিক প্রতিনিধিত্ব করতে বা ব্যান্ড 21-এর নীচে সমস্ত ব্যান্ডের কোন ফ্যাক্টরটি চয়ন করতে হবে?  ,"

স্কেল ফ্যাক্টর ব্যান্ড ২১ এসএফবি ২১",কম দক্ষ সঞ্চয়ের ম,0.0,0,0.7595004439353943,0.6260952353477478
ভিবিআর এনকোডিংয়ের জন্য কম দক্ষ স্টোরেজটির ফলে কী ঘটে?  ,"

বিট্রেট নষ্ট হয়।", বিট্রেট ন,0.4,0,0.9034147262573242,0.8210601210594177
যে ফাইলটির মেটাডেটা উল্লেখ করা আছে সেটির একটি বিভাগ কী?  ,"

ট্যাগ","ট্যাগ"" ",1.0,1,0.9851414561271667,0.9268437027931213
"শিরোনাম, শিল্পী বা ট্র্যাক নম্বর বাদে মেটাডেটাতে আর কী থাকতে পারে?  ","

অ্যালবাম, ট্র্যাক নম্বর বা ফাইলের বিষয়বস্তু স","অ্যালবাম, ",0.25,0,0.6790531277656555,0.7361481189727783
এমপি 3 স্ট্যান্ডার্ডগুলি কী সংজ্ঞায়িত করে না?  ,"

ট্যাগ ফর্ম্যাটগুলি স",এমপি ৩ ফাইলের জন্য ট্যাগ ফর্ম্যাটগু,0.2222222222222222,0,0.8026996850967407,0.8073489665985107
"ID3v1 ব্যতীত, ট্যাগের জন্য অনুরূপ কোন স্ট্যান্ডার্ড ফর্ম্যাটটি বিদ্যমান?  ","

ডি ফ্যাক্টো স্ট্যান্ডার্ড বিদ্যমান।",৩১ এ,0.0,0,0.7110956311225891,0.6400088667869568
ট্যাগ বিন্যাসের জন্য সর্বাধিক প্রবর্তিত মান কী?  ,"

৩১ এবং ৩২, এ","২, ",0.0,0,0.5902934074401855,0.7186745405197144
ট্যাগগুলি কোথায় সংরক্ষণ করা হয়েছে সে সম্পর্কে কী গুরুত্বপূর্ণ?  ,"

এমপি ৩ ফাইলের শুরু বা শেষের দিকে এম্বেড করা হয়,",প্রকৃত এমপি ৩ ফ্রেমের ডেটা থেকে পৃথক। ,0.2352941176470588,0,0.8979223966598511,0.756405770778656
একটি এমপি 3 ফাইলের উচ্চতা পরিমাপ ও সংরক্ষণের জন্য মানকে কী বলে?  ,"

রিপ্লেগেইন তার মেটাডেটা ট্যাগে",  ,0.0,0,0.5457602143287659,0.0
স্ট্যান্ডার্ড রিপ্লেগেইন কোন প্লেয়ারকে স্বয়ংক্রিয়ভাবে সামঞ্জস্য করতে দেয়?  ,"

রিপ্লেগেইন-কমপ্লায়েন্ট প্লেয়ারকে",সামগ্রিক প্লেব্যাক ভলিউম স,0.0,0,0.8672184944152832,0.7355164885520935
রিপ্লাইগেইন পরিমাপের উপর ভিত্তি করে ফাইলগুলি সংশোধন করতে কোন প্রোগ্রাম ব্যবহার করা যেতে পারে?  ,"

এমপিথ্রি ব",৩ ফ,0.0,0,0.6952764987945557,0.7184780836105347
এমপিথেনগেইন গুরুত্বপূর্ণ কারণ এটি খেলোয়াড়দের কী সামর্থ্য ছাড়াই প্লেব্যাক সামঞ্জস্য করতে দেয়?  ,"

প্লেয়ারকে সক্ষম করে।",রিপ্লেগেইন তার ম,0.0,0,0.9101281762123108,0.7224833965301514
বেসিক এমপি 3 ডিকোডিং এবং প্রযুক্তি পেটেন্ট বিনামূল্যে কোথায়?  ,"

ইউরোপীয় ইউনিয়নের",ইউরোপীয় ইউনিয়নের ,1.0,1,0.9999998211860657,1.0
প্রযুক্তি কখন পেটেন্ট হবে - যুক্তরাষ্ট্রে বিনামূল্যে?  ,"

৩১ ডিসেম্বর ২০১৭ এ",৩১ ডিসেম্বর ২০১৭ এ ,1.0,1,1.0000001192092896,1.0
কোন বছরের মধ্যে মার্কিন যুক্তরাষ্ট্রে এমপি 3 এর পেটেন্টের মেয়াদ শেষ হয়েছিল?  ,"

২০১৫ স",২০০৭ এবং ২০১৫ স,0.6666666666666666,0,0.9513073563575745,0.8241018652915955
এমপি 3 এর দিকগুলি সম্পর্কিত পেটেন্টগুলির মালিকানা দাবিকারী অনেক সংস্থাগুলি কীসের দিকে পরিচালিত করেছে?  ,"

বিভিন্ন উত্স থেকে প্রচুর আইনী হুমকি এবং ক্রিয়া ঘট",আইনী হুমকি এ,0.3333333333333333,0,0.7697106003761292,0.7873902320861816
সঠিকভাবে পণ্য পেটেন্ট না করার বিপদ কী ছিল?  ,"

আইনী হুমকি এবং ক্রিয়া ঘটে।",পেটেন্টগুলির ম,0.0,0,0.7386139035224915,0.696708083152771
1991 সালের 6 ডিসেম্বর প্রকাশ্যে কী পাওয়া গেল?  ,"

আইএসও সিডি ১১১৭২",এমপিইজি -১ স্ট্যান্ডার্ড অ,0.0,0,0.8775078058242798,0.6041551232337952
যখন বেশিরভাগ দেশে পেটেন্ট ফাইল করা যাবে না?  ,"

১৯৯১ স",পূর্বের শিল্প প্রকাশের পরে প,0.0,0,0.8779224157333374,0.6611450910568237
ফাইল জমা দেওয়ার পরে পেটেন্টের মেয়াদ শেষ হতে কত সময় লাগে?  ,"

১২ মাস পর্যন্ত হতে পারে।",২০ বছর শ,0.0,0,0.6058666110038757,0.634545624256134
প্রাথমিকভাবে ফাইল করার পরে পেটেন্টগুলি অনুমোদিত হতে কত সময় নিতে পারে?  ,"

১২ মাস পর্যন্ত হতে পারে।",১২ মাস প,0.5,0,0.9374064803123474,0.7316333651542664
বেশিরভাগ দেশে এমপিথ্রি বাস্তবায়নের পেটেন্টগুলির মেয়াদ কখন শেষ হয়েছিল?  ,"

ডিসেম্বর ২০১২ স",ডিসেম্বর ২০১২ স,1.0,1,1.0,1.0000001192092896
পেটেন্টগুলির মেয়াদ মার্কিন যুক্তরাষ্ট্রে শেষ হতে কত সময় লাগে?  ,"

১  বছর পরে ১৯৯৫ স",প্রকাশের তারিখের ১  বছর পরে ১,0.5454545454545454,0,0.9324280023574829,0.7329753637313843
সাধারণত প্রত্যাশার চেয়ে পেটেন্ট ইস্যুটিকে কী বলা যেতে পারে?  ,"

সাবমেরিন পেটেন্ট দেখুন বিভিন্ন এমপিথ্রি সম্পর্কিত পেটেন",ানে পেটেন্ট প,0.2,0,0.763168454170227,0.7100304365158081
যুক্তরাষ্ট্রে এমপি 3 সম্পর্কিত পেটেন্টগুলির মেয়াদ শেষ হবে কোন বছর?  ,"

২০১৭ অ",১  ,0.0,0,0.7837948799133301,0.7176178097724915
যুক্তরাষ্ট্রে দীর্ঘতম চলমান এমপি 3 পেটেন্টটি কার হাতে রয়েছে?  ,"

ফ্রেউনহোফার-গেসেলশ্যাফ্ট দ্বারা পরিচালিত এবং টেকনিক�",  ,0.0,0,0.4536977708339691,0.0
টেকনিকলারের আগের নামটি কী ছিল?  ,"

থমসন কনজিউমার ইলেক্ট্রনিক্স ন",থমসন কনজিউমার ইলেক্ট্রনিক্স ন,1.0,1,1.0000001192092896,1.0
টেকনিকলর নিয়ন্ত্রণের জন্য কোন পেটেন্ট দাবি করে?  ,"

লেয়ার ৩ পেটেন্টের এমপি ৩ লাইসেন্স ন",র ৩ প,0.2,0,0.9053623080253601,0.6765832304954529
টেকনিকলর ক্রমাগত কী করছেন?  ,"

পেটেন্টগুলি প্রয়োগ করছে।",সক্রিয়ভাবে এই পেটেন্টগুলি প্রয়োগ ক,0.5,0,0.9460549354553223,0.8457878828048706
চিঠি দাবির কী ডিকোডার এবং / অথবা এনকোডার বিতরণ এবং বিক্রয় করতে হবে?  ,"

লাইসেন্সের দরকার ছিল।", লাইসেন্সের ,0.5,0,0.9493107795715332,0.8472762107849121
লাইসেন্সবিহীন পণ্য বিক্রির অর্থ বিক্রয়কারী কী করছে?  ,"

ফ্রেউনহোফার এবং থমসনের পেটেন্ট অধিকারকে লঙ্ঘন করে  ।",ফ্রেউনহোফার এবং থমসনের পেটেন্ট অধিকারকে লঙ্ঘন করে  ,1.0,1,0.967680037021637,0.9675796031951904
এমপি 3 প্রযুক্তিতে পেটেন্ট লঙ্ঘনের জন্য কার বিরুদ্ধে মামলা করা হয়েছিল?  ,"

থমসনের",থমসনের ,1.0,1,1.0000001192092896,0.9999998807907104
তাদের পেটেন্টের অধিকার রক্ষার জন্য প্রাথমিকভাবে কে মামলা করেছে?  ,"

সিসভেল এসপিএএ এবং তার মার্কিন সহযোগী সংস্থা অডিও",সিসভেল এসপিএএ এ,0.3636363636363636,0,0.6936750411987305,0.8521549701690674
সিসভেল থমসনকে মামলাটি শেষ করার জন্য কী মঞ্জুর করেছিলেন?  ,"

তাদের পেটেন্টগুলিতে লাইসেন্স দেওয়ার মাধ্যমে",তাদের পেটেন্টগুলিতে লাইসেন্স দ,0.6666666666666665,0,0.9879817366600037,0.9043716788291931
সিসভেলের হাতে থাকা বেশিরভাগ পেটেন্টের মেয়াদ কখন শেষ হয়ে গেল?  ,"

২০১৫ স",২০০৫ স,0.5,0,0.8925538063049316,0.9270018339157104
সিসভেলের দ্বারা অনুষ্ঠিত শেষ পেটেন্টটির মেয়াদ কখন শেষ হবে?  ,"

৯ এপ্রিল ২০১৭ এ",৯ এপ্রিল ২০১৭ এ ,1.0,1,0.9999998211860657,1.0
২০০ officials সালের সেপ্টেম্বরে জার্মান কর্মকর্তারা সানডিস্ক থেকে কী কী দখল করেছিল?  ,"

এমপি ৩ প্লেয়ারদের", দেওয়ার অ,0.0,0,0.6843854784965515,0.6648622155189514
সানডিস্ক কোন শোতে তাদের সম্পত্তি দখল করেছে?  ,"

বার্লিনের আইএফএ শোতে",দিন একই আ,0.0,0,0.796196460723877,0.6022685766220093
ইতালিয়ান পেটেন্টস ফার্মটি কোন কোম্পানির প্রতিনিধিত্ব করছিল?  ,"

সিসডিলের",  ,0.0,0,0.6743366718292236,0.0
পেটেন্ট সংক্রান্ত সিদ্ধান্তের বিষয়ে অবিচ্ছিন্নভাবে পিছনে কী বলা হত?  ,"

পেটেন্ট ওয়াইল্ড ওয়েস্টকে জার্মানি নিয়ে আসা ""","পেটেন্ট ওয়াইল্ড ওয়েস্টকে জার্মানি নিয়ে আসা ""।  ",1.0,1,0.9938874244689941,0.9570232629776001
"2007 সালে অ্যাপল, স্যামসাং ইলেক্ট্রনিক্স এবং স্যান্ডিস্কের বিরুদ্ধে কে মামলা করেছে?  ","

টেক্সাস এমপি ৩ টেকনোলজিস প",টেক্সাস এমপি ৩ টেকনোলজিস ,0.888888888888889,0,0.9955725073814392,0.9628483057022095
কোন আদালতে মামলা হয়েছিল?  ,"

টেক্সাস এমপি ৩ টেকনোলজিস পূর্বের টেক্সাস ফেডারেল আ�",পূর্বের টেক্সাস ফেডারেল আদালতে ,0.5,0,0.7745652198791504,0.8097917437553406
দাবিটি কিসের ভিত্তিতে ছিল?  ,"

পোর্টেবল এমপি ৩ প্লেয়ারের পেটেন্টের লঙ্ঘন", করে পোর্টেবল এমপি ৩ প্লেয়ারের পেটেন্টের লঙ্ঘন দ,0.8571428571428571,0,0.9872902631759644,0.9542081952095032
মামলা দায়ের করা তিনটি সংস্থা কী পদক্ষেপ নিয়েছিল?  ,"

মামলা দায়ের করা তিনটি সংস্থা কী পদক্ষেপ নিয়েছিল?",ারিতে তাদের বিরুদ্ধে দাবি নিষ্পত্তি ক,0.1428571428571428,0,0.5776551365852356,0.670951783657074
মামলা কোন বছর শেষ হয়েছিল?  ,"

২০০৯ স",২০০  ,0.0,0,0.5459160208702087,0.7641802430152893
এটি ও টি-বেল ল্যাবগুলি থেকে কোন সংস্থার এমপি 3 পেটেন্ট উত্তরাধিকার সূত্রে প্রাপ্ত?  ,"

মাইক্রোসফ্টের বিরুদ্ধে",অ্যালকাটেল-লুসেনাটি ,0.0,0,0.8361175060272217,0.6891354322433472
কী ধরণের পেটেন্টস উত্তরাধিকার সূত্রে প্রাপ্ত হয়েছিল?  ,"

এমপি ৩ কোডিং এবং সংক্ষেপণের পেটেন্টস উত্তরাধিকার �",এমপি ৩ কোডিং এবং সংক্ষেপণের ,0.8333333333333333,0,0.9797791838645935,0.9065181612968445
মাইক্রোসফ্ট লঙ্ঘন করেছে বলে অ্যালকাটেল কতটি পেটেন্ট দাবি করেছে?  ,"

সাতটি পেটেন্ট ল",সাতটি ,0.5,0,0.9422096610069275,0.8222965002059937
সান দিয়েগো জুরির দ্বারা অ্যালকাটেলকে কত টাকা পুরষ্কার দেওয়া হয়েছিল?  ,"

মার্কিন $ ১.৫২ বিলিয়ন মার্কিন ডলার প",মার্কিন $ ১.৫২ বিলিয়ন ম,0.6,0,0.9826602339744568,0.9177737832069397
"এএসি, এমপি 3 পিআরও এবং এমপি 2 অন্যান্য লসী ফর্ম্যাট হিসাবে একই প্রযুক্তিগত পরিবারের সদস্য কি?  ","

এমপিথ্রিপিও,",৩ এর ম,0.0,0,0.7297074198722839,0.708498477935791
ক্ষতিকারক সমস্ত ফর্ম্যাটগুলি মোটামুটি নির্ভর করে কোন মডেলের ধরণ?  ,"

সাইকোঅকৌস্টিক মডেলগুলির",  ,0.0,0,0.526070237159729,0.0
অন্যান্য ফর্ম্যাটগুলি কভার করে এমন অনেক পেটেন্টের মালিক কোন সংস্থা?  ,"

ডলবি ল্যাবস, সনি, থমসন কনজিউমার ইলেক্ট্রনিক্স এবং এ�",ফ্রেউনহোফার গিজেলশ্যাফ্ট এ,0.1818181818181818,0,0.8532101511955261,0.6789389252662659
ওপাস এবং ভারবিস কোন ধরণের সংকোচনের বিন্যাসের দুটি ব্যাখ্যা?  ,"

ওপেন সংক্ষেপণ বিন্যাসগু",োডার ,0.0,0,0.8921616673469543,0.689500093460083
লসলেস ফর্ম্যাটগুলি কী সরবরাহ করতে পারে?  ,"

অরক্ষিত অডিও সামগ্রী সরবরাহ করে,",অরক্ষিত অডিও সামগ্রী স,0.6666666666666665,0,0.9505999088287354,0.8777925968170166
লসলেস ফর্ম্যাটটি ব্যবহার করার নেতিবাচক দিকটি কী?  ,"

ফাইলের আকার বাড়িয়েছে।",ফাইলের আকার বাড়িয়েছে। ,1.0,1,0.9999999403953552,1.0
অ্যাপল লসলেস ব্যতীত লোভহীন বিন্যাসের আর একটি উদাহরণ কী?  ,"

এফএলএসি ফ্রি লসলেস অডিও কোডেক,",এফএলএসি ফ,0.2857142857142857,0,0.7436515688896179,0.8127789497375488
এফএলএসি কিসের পক্ষে দাঁড়ায়?  ,"

ফ্রি লসলেস অডিও কোডেক,","ফ্রি লসলেস অডিও কোডেক, ",1.0,1,1.0000001192092896,1.0
বুদ্ধ কোথায় থাকতেন?,"

বর্তমান নেপালের",বর্তমান নেপাল,0.5,0,0.9725229740142822,0.9004388451576233
বুদ্ধকে কী কষ্ট দিয়েছিল তা শিখিয়ে দেওয়া উচিত?,"

জ্ঞানহীন মানুষকে অজ্ঞতা এবং তৃষ্ণার দূর করার মাধ্য�",অজ্ঞতা এবং তৃষ্ণা,0.3636363636363636,0,0.7915911674499512,0.8419246077537537
বৌদ্ধধর্ম কী ধরণের?,"

ননতাত্ত্বিক ধর্ম নোট ১ বা দর্শন সংস্কৃত:  ধর্ম; পালি: ধ�",ননতাত্ত্বিক ধর্ম,0.3333333333333333,0,0.7376704216003418,0.8009937405586243
বৌদ্ধধর্ম কার ভিত্তিতে পাঠদান করা হচ্ছে?,"

গৌতম বুদ্ধকে",গৌতম বুদ্ধ,0.5,0,0.9957439303398132,0.928232729434967
জীবিত অবস্থায় বুদ্ধ কোথায় থাকতেন?,"

বর্তমান নেপালের ব",বর্তমান নেপাল,0.4,0,0.9284930229187012,0.8754615187644958
কার শিক্ষাদীক্ষা বৌদ্ধধর্ম ভিত্তিক?,"

গৌতম বুদ্ধকে",গৌতম বুদ্ধ,0.5,0,0.9957439303398132,0.928232729434967
বুদ্ধকে কোথায় থাকার কথা ভাবা হয়েছিল?,"

ভারতীয় উপমহাদেশের পূর্ব অঞ্চলে, বর্তমান নেপালের",নেপাল,0.0,0,0.688624382019043,0.7676476836204529
বৌদ্ধধর্ম কার শিক্ষার উপর ভিত্তি করে?,"

গৌতম বুদ্ধকে",গৌতম বুদ্ধ,0.5,0,0.9957439303398132,0.928232729434967
বুদ্ধ কোন উপমহাদেশের অংশ ছিল?,"

ভারতীয় উপমহাদেশের",ভারতীয়,0.6666666666666666,0,0.7905916571617126,0.7618849277496338
কে &quot;জাগ্রত&quot;,"

বুদ্ধকে",বুদ্ধ,0.0,0,0.9886734485626221,0.8873521685600281
থেরবাদার সবচেয়ে নীচে কোথায় আছে?,"

শ্রীলঙ্কা এবং দক্ষিণ-পূর্ব এশিয়া",শ্রীলঙ্কা এবং দক্ষিণ-পূর্ব এশিয়া,1.0,1,1.0000001192092896,1.0
বিশ্বে বৌদ্ধদের আনুমানিক সংখ্যা কত?,"

৪৮৮ মিলিয়ন ওয়েব ১ এবং ৫৩৫ মিলিয়ন এর মধ্যে,",৪৮৮ মিলিয়ন ওয়েব ১ এবং ৫৩৫ মিলিয়ন,0.8750000000000001,0,0.9762027859687805,0.9256805181503296
বুদ্ধধর্ম বা রংধনু শরীরের কোন লক্ষ্যটি কী?,"

মহা-নিরবচ্ছিন্ন রাজ্য অর্জন, এইভাবে দুর্ভোগ ও পুনর্জন্�",তিব্বতি,0.0,0,0.7310196757316589,0.5642551183700562
মহাযান কোন পথে বুদ্ধত্বের আকাঙ্ক্ষা করলেন?,"

বোধিসত্ত্ব পথের",বোধিসত্ত্ব,0.6666666666666666,0,0.978689432144165,0.9262010455131531
বৌদ্ধ traditionতিহ্যের তিনটি জুয়েলাল কী?,"

বুদ্ধ, ধর্ম শিক্ষা এবং সংঘ সম্প্রদায়।","বুদ্ধ, ধর্ম শিক্ষা এবং সংঘ সম্প্রদায়",1.0,1,0.9629513621330261,0.9607170224189758
বৌদ্ধধর্মের দশটি অনুগ্রহমূলক আমলগুলির মধ্যে একটি কী?,"

সদকা প্রদান;",উচ্চতর জ্ঞান এবং বিচক্ষণতার চাষ,0.0,0,0.7503914833068848,0.7105028033256531
বৌদ্ধধর্ম কোন ধরণের দেবতাকে অস্বীকার করে?,"

স্রষ্টা দেবতাকে",স্রষ্টা,0.6666666666666666,0,0.9477508068084717,0.8563681244850159
বুদ্ধগোহোসা কখন রচিত হয়েছিল?,"

খ্রিস্টীয় ৫ ম শতাব্দীতে",খ্রিস্টীয় ৫ ম শতাব্দী,0.75,0,0.9960219264030457,0.9700440168380737
বৌদ্ধধর্মের পূর্বের জীবনীগুলির মধ্যে কোনটি?,"

বুদ্ধকারিতা, লোকোত্তরউদ্দিন মহাভস্তু এবং সর্ব্বস",বুদ্ধকারিতা,0.3333333333333333,0,0.786074161529541,0.7948265671730042
তাঁর জীবনে কে সন্ন্যাসীর প্রতিষ্ঠা করেছিলেন?,"

বুদ্ধঘোষে",বুদ্ধ,0.0,0,0.9235275387763977,0.847037136554718
পন্ডিতরা কার জীবন সম্পর্কে প্রমাণ ছাড়াই দাবি করেন না?,"

বুদ্ধঘোষে",বুদ্ধ,0.0,0,0.9235275387763977,0.847037136554718
বেশিরভাগই মেনে নেন যে বুদ্ধ কীভাবে বাস করেছিলেন এবং কোন ধরণের ক্রমে শিখিয়েছিলেন?,"

সন্ন্যাসীদের জীবনযাপন করেছিলেন, শিখিয়েছিলেন এবং প্র�",সন্ন্যাসী,0.0,0,0.7055675983428955,0.742024302482605
"কে বলেছিলেন &quot;জীবনের রূপরেখা অবশ্যই সত্য হতে হবে: জন্ম, পরিপক্কতা, ত্যাগ, অনুসন্ধান, জাগরণ এবং মুক্তি, শিক্ষাদান, মৃত্যু?&quot;","

বুদ্ধের তাঁর জীবনী লেখার সময় ক্যারেন আর্মস্ট্রং উল",মাইকেল ক্যারিথার,0.0,0,0.8407320380210876,0.6862181425094604
জীবনের কিছু রূপরেখা কী?,"

জন্ম, পরিপক্কতা, ত্যাগ, অনুসন্ধান, জাগরণ এবং মুক্তি, শ","জন্ম, পরিপক্কতা, ত্যাগ",0.5454545454545454,0,0.8525661826133728,0.8687746524810791
বুদ্ধের প্রসঙ্গে &quot;জীবনের রূপরেখা অবশ্যই সত্য হতে হবে&quot; কে বিশ্বাস করে?,"

মাইকেল ক্যারিথারের",মাইকেল ক্যারিথার,0.5,0,0.9951063990592957,0.9617466330528259
কারেন আর্মস্ট্রং কার উপর একটি জীবনী রচনা করেছিলেন?,"

বুদ্ধের",বুদ্ধ,0.0,0,0.9818206429481506,0.9142215251922607
"প্রাথমিক গ্রন্থ অনুসারে, সিদ্ধার্থ গৌতম কখন জন্মগ্রহণ করেছিলেন?","

খ্রিস্টপূর্ব পঞ্চম শতাব্দীতে",খ্রিস্টপূর্ব পঞ্চম শতাব্দী,0.6666666666666666,0,0.995479166507721,0.9690647721290588
সিদ্ধার্থ গৌতম কোন ধরণের সম্প্রদায়ে উত্থিত হয়েছিল?,"

একটি ক্ষুদ্র প্রজাতন্ত্র, এক্ষেত্রে তাঁর পিতা একজন নির","এটি হয় একটি ক্ষুদ্র প্রজাতন্ত্র, এক্ষেত্রে তাঁর পিতা একজন নির্বাচিত সরদার, বা একটি অভিজাত ছিলেন, এক্ষেত্রে তাঁর পিতা ছিলেন একজন অভিজাত।",0.4827586206896551,0,0.9358654022216797,0.8362805247306824
সিদ্ধার্থ গৌতম কোথায় জন্মগ্রহণ করেছিলেন?,"

উত্তর-পূর্ব ভারতীয় উপমহাদেশের",উত্তর-পূর্ব ভারতীয় উপমহাদেশ,0.6666666666666666,0,0.9906080365180969,0.9473509192466736
সিদ্ধার্থ গৌতম কখন বেঁচে ছিলেন?,"

খ্রিস্টপূর্ব পঞ্চম শতাব্দীতে",খ্রিস্টপূর্ব পঞ্চম শতাব্দী,0.6666666666666666,0,0.995479166507721,0.9690647721290588
সম্ভবত সিদ্ধার্থ গৌতমের বাবা কী ছিলেন?,"

একজন অভিজাত।",একটি অভিজাত,0.5,0,0.951591968536377,0.9131981730461121
যিনি ভারতের উত্তর-পূর্বাঞ্চলে জন্মগ্রহণ করেছেন /,"

সিদ্ধার্থ গৌতম খ্রিস্টপূর্ব পঞ্চম শতাব্দীতে",সিদ্ধার্থ গৌতম,0.5714285714285715,0,0.9429196119308472,0.7775129079818726
যে ব্যক্তি গৌতমের সাথে দেখা করেছিলেন তার পেশা কী ছিল?,"

জ্যোতিষী",একজন জ্যোতিষী,0.6666666666666666,0,0.9425426125526428,0.9216361045837402
অসিত ভবিষ্যদ্বাণী করলেন যে সিদ্ধার্থ কি দয়ালু হবে বা কী হবে?,"

মহান রাজা হয়ে উঠবেন ব",পবিত্র মানুষ,0.0,0,0.7597362399101257,0.7035175561904907
গৌতম যখন প্রাসাদের মাঠ ছেড়েছিলেন তখন তাঁর বয়স কত ছিল?,"

২৯ বছর বয�",২৯,0.5,0,0.9473073482513428,0.7002483606338501
তিনি কোন বয়সে বাহিরে অভিযান চালাচ্ছিলেন?,"

২৯ বছর বয়সে",২৯,0.5,0,0.9400498270988464,0.6654547452926636
গৌতম কোন বয়সে প্রাসাদ অঞ্চল থেকে বেরিয়ে এসেছিলেন?,"

২৯ বছর বয়সে",২৯,0.5,0,0.9400498270988464,0.6654547452926636
গৌতমের কতটি &quot;দর্শনীয় স্থান&quot; রয়েছে তা সুপরিচিত?,"

চারটি দর্শন হ",চার,0.0,0,0.8452432155609131,0.7432632446289062
গৌতম প্রথম দক্ষতাটি কী শিখলেন?,"

ধ্যান-ধারণা অর্জন করেছিলেন।",ধ্যান,0.0,0,0.8623943328857422,0.7664058804512024
গোধমা যখন বোধি গাছের নীচে বসেছিলেন তখন তাঁর বয়স কত ছিল?,"

৩৫ বছর বয�",৩৫,0.5,0,0.9243981838226318,0.7363482713699341
বোধি গাছটি কেমন গাছ ছিল?,"

ফিকাস রিলিজিওসা গাছের",ফিকাস রিলিজিওসা,0.8,0,0.8902078866958618,0.9043079018592834
মৃত্যুর সময় বুদ্ধের বয়স কত ছিল?,"

৪৮৩ বছর বয়সে",৮০,0.0,0,0.7071111798286438,0.6052971482276917
গৌতম গাছের দক্ষিণাঞ্চলকে কী বলা হয়?,"

জয়া শ্রী মহা বোধি ন",জয়া শ্রী মহা বোধি,0.888888888888889,0,0.9854886531829834,0.9462746977806091
তাকে যে গাছের নীচে বসেছিল তাকে কী বলা হত?,"

বোধগয়া শহরে বোদ্ধি গাছ",ফিকাস রিলিজিওসা,0.0,0,0.8097988367080688,0.6877220869064331
গৌতম কোন বয়সে এসেছিলেন?,"

৩৫ বছর বয�ব",৮০,0.0,0,0.6216919422149658,0.6457555890083313
